Id,Код,Возраст,Среднемесячный расход,Средняя продолжительность разговоров,Звонков днем за месяц,Звонков вечером за месяц,Звонков ночью за месяц,Звонки в другие города,Звонки в другие страны,Доля звонков на стационарные телефоны,Количество SMS за месяц
57,57,0.7285714285714285,0.2233256072614705,0.3,0.368,0.7,0.08256880733944955,0.8636363636363636,0.0,0.7166666666666667,0.0446927374301676
58,58,0.5142857142857142,0.1659517457551976,0.32999999999999996,0.222,0.2875,0.0,0.125,0.0,0.03333333333333333,0.3240223463687151
59,59,0.2857142857142857,0.006391509617403883,0.02,0.046,0.63125,0.09174311926605505,0.03409090909090909,0.0,0.05,0.2569832402234637
60,60,0.7428571428571429,0.051662920299605654,0.215,0.084,0.2375,0.0,0.056818181818181816,0.08333333333333333,0.11666666666666667,0.0223463687150838
61,61,0.7571428571428571,0.04529863341863124,0.13,0.08,0.45,0.0,0.03409090909090909,0.0,0.2,0.0223463687150838
62,62,0.7714285714285715,0.05878555483825805,0.13999999999999999,0.102,0.59375,0.045871559633027525,0.0,0.08333333333333333,0.25,0.0111731843575419
63,63,0.8428571428571429,0.10345028739431744,0.36,0.084,0.35625,0.0,0.11363636363636363,0.0,0.2,0.0
64,64,0.2714285714285714,0.06611819334365204,0.16999999999999998,0.1,0.6375,0.09174311926605505,0.045454545454545456,0.0,0.05,0.1452513966480447
65,65,0.6285714285714286,0.0908967169379866,0.265,0.124,0.225,0.05504587155963303,0.0,0.0,0.03333333333333333,0.0893854748603352
66,66,0.9857142857142858,0.005040095201798257,0.06,0.018,0.05625,0.0,0.0,0.0,0.03333333333333333,0.00558659217877095
67,67,0.8428571428571429,0.05872916488422558,0.145,0.154,0.3375,0.009174311926605505,0.0,0.0,0.26666666666666666,0.027932960893854747
68,68,0.8,0.0452966889374577,0.11499999999999999,0.102,0.5375,0.01834862385321101,0.0,0.08333333333333333,0.3333333333333333,0.0111731843575419
69,69,0.8,0.13034246202428268,0.27999999999999997,0.066,0.775,0.0,0.375,0.0,0.18333333333333332,0.00558659217877095
70,70,0.7571428571428571,0.0028019973710614533,0.05500000000000001,0.02,0.0375,0.0,0.0,0.0,0.0,0.0
71,71,0.4714285714285714,0.1191889180128958,0.41500000000000004,0.096,0.225,0.027522935779816515,0.3409090909090909,0.0,0.016666666666666666,0.09497206703910614
72,72,0.7571428571428571,0.49707550031500597,0.49000000000000005,0.52,0.81875,0.3394495412844037,0.4772727272727273,0.0,0.9166666666666666,0.0446927374301676
73,73,0.5714285714285714,0.03355396713049024,0.10500000000000001,0.096,0.375,0.03669724770642202,0.25,0.16666666666666666,0.23333333333333334,0.24581005586592178
74,74,0.7,0.10778648041129667,0.19,0.186,0.6125,0.0,0.25,0.0,0.1,0.00558659217877095
75,75,0.7857142857142857,0.3010445752864221,0.495,0.208,0.6125,0.027522935779816515,0.45454545454545453,0.0,0.05,0.0223463687150838
76,77,0.9714285714285714,0.00980018511460772,0.175,0.01,0.04375,0.0,0.0,0.0,0.03333333333333333,0.0
77,78,0.9571428571428572,0.0028000528898879202,0.075,0.006,0.03125,0.0,0.0,0.0,0.15,0.00558659217877095
78,79,0.5571428571428572,0.03883128903545956,0.11000000000000001,0.134,0.29375,0.009174311926605505,0.14772727272727273,0.0,0.08333333333333333,0.2011173184357542
79,80,0.5714285714285714,0.24034370649223372,0.495,0.136,0.6125,0.03669724770642202,0.0,0.0,0.23333333333333334,0.3687150837988827
80,81,0.5285714285714286,0.02899221429738117,0.06,0.134,0.50625,0.027522935779816515,0.011363636363636364,0.0,0.36666666666666664,0.12290502793296089
81,82,0.7857142857142857,0.11980142958255878,0.26,0.138,0.55625,0.0,0.0,0.0,0.0,0.01675977653631285
82,83,0.6714285714285714,0.002626994065443458,0.05500000000000001,0.022,0.025,0.0,0.0,0.0,0.0,0.0
84,85,0.37142857142857144,0.06250145836088015,0.145,0.126,0.525,0.01834862385321101,0.0,0.0,0.15,0.21787709497206703
85,86,0.7857142857142857,0.0710357862315177,0.185,0.13,0.4,0.0,0.17045454545454544,0.0,0.31666666666666665,0.027932960893854747
86,87,0.6857142857142857,0.09419844597064611,0.325,0.1,0.28125,0.03669724770642202,0.0,0.0,0.18333333333333332,0.0223463687150838
87,88,0.4714285714285714,0.003313395919700705,0.065,0.022,0.03125,0.0,0.0,0.0,0.0,0.0
88,89,0.8714285714285714,0.29749006370120323,0.32,0.486,0.56875,0.13761467889908258,0.36363636363636365,0.4166666666666667,0.8,0.08379888268156424
89,90,0.7,0.031584207701701034,0.075,0.134,0.475,0.0,0.045454545454545456,0.0,0.05,0.0223463687150838
90,91,0.7571428571428571,0.0036400687568542956,0.06,0.006,0.0625,0.0,0.0,0.0,0.03333333333333333,0.00558659217877095
91,92,0.5428571428571428,0.20478303479065715,0.495,0.118,0.525,0.0,0.0,0.0,0.31666666666666665,0.11731843575418995
92,93,0.5,0.04005825665595905,0.16499999999999998,0.06,0.35,0.0,0.22727272727272727,0.0,0.13333333333333333,0.33519553072625696
93,94,0.8571428571428571,0.11110570977451796,0.195,0.218,0.46875,0.01834862385321101,0.0,0.0,0.08333333333333333,0.0
94,95,0.37142857142857144,0.12017282548670363,0.32999999999999996,0.092,0.5125,0.0,0.0,0.08333333333333333,0.26666666666666666,0.2681564245810056
96,97,0.7714285714285715,0.022822375533760084,0.05500000000000001,0.138,0.425,0.045871559633027525,0.25,0.0,0.16666666666666666,0.01675977653631285
97,98,0.35714285714285715,0.06547068111286546,0.185,0.12,0.28125,0.01834862385321101,0.3522727272727273,0.0,0.36666666666666664,0.0782122905027933
98,99,0.7714285714285715,0.06898241411226656,0.13999999999999999,0.118,0.6125,0.0,0.011363636363636364,0.0,0.0,0.027932960893854747
99,100,0.6714285714285714,0.08166237584487707,0.19,0.066,0.7875,0.009174311926605505,0.03409090909090909,0.0,0.05,0.01675977653631285
100,101,0.9142857142857143,0.0014000264449439601,0.06,0.008,0.00625,0.0,0.0,0.0,0.05,0.01675977653631285
101,102,0.6428571428571429,0.27215930745358524,0.465,0.092,0.925,0.03669724770642202,0.0,0.16666666666666666,0.2833333333333333,0.0111731843575419
102,103,0.9142857142857143,0.012343566489589246,0.11499999999999999,0.036,0.03125,0.0,0.0,0.0,0.06666666666666667,0.00558659217877095
103,104,0.6571428571428571,0.02999945554527141,0.095,0.158,0.03125,0.0,0.0,0.0,0.05,0.0
104,105,0.9428571428571428,0.013953596901274802,0.11499999999999999,0.034,0.05625,0.0,0.0,0.0,0.016666666666666666,0.00558659217877095
105,106,0.6285714285714286,0.14306131338036385,0.35,0.068,0.73125,0.0,0.0,0.0,0.3333333333333333,0.05027932960893855
106,107,0.7428571428571429,0.05115541071331347,0.175,0.074,0.4125,0.0,0.0,0.0,0.13333333333333333,0.0111731843575419
107,108,0.6714285714285714,0.026067714612387122,0.11499999999999999,0.082,0.2,0.027522935779816515,0.045454545454545456,0.0,0.23333333333333334,0.00558659217877095
108,109,0.6571428571428571,0.017196991498728307,0.095,0.088,0.01875,0.027522935779816515,0.0,0.0,0.25,0.0223463687150838
109,110,0.7714285714285715,0.00453841905902667,0.095,0.02,0.03125,0.0,0.0,0.0,0.0,0.0
110,111,0.5714285714285714,0.08174987749768607,0.22000000000000003,0.12,0.40625,0.0,0.38636363636363635,0.0,0.15,0.1005586592178771
111,112,0.8,0.05670495998257745,0.13999999999999999,0.222,0.0375,0.027522935779816515,0.25,0.0,0.016666666666666666,0.027932960893854747
112,113,0.6285714285714286,0.06567290715491292,0.11000000000000001,0.18,0.70625,0.01834862385321101,0.0,0.0,0.16666666666666666,0.1787709497206704
115,116,0.7857142857142857,0.11297435618228344,0.41500000000000004,0.116,0.1125,0.01834862385321101,0.13636363636363635,0.08333333333333333,0.43333333333333335,0.0223463687150838
116,117,0.6428571428571429,0.038730176014435826,0.10500000000000001,0.126,0.275,0.045871559633027525,0.2840909090909091,0.0,0.3,0.01675977653631285
117,118,0.35714285714285715,0.16209778406925462,0.44000000000000006,0.15,0.53125,0.24770642201834864,0.045454545454545456,0.0,0.15,0.24581005586592178
118,119,0.6714285714285714,0.03195754808701942,0.06,0.186,0.525,0.0,0.0,0.0,0.1,0.0
119,120,0.5428571428571428,0.020450108502049483,0.065,0.134,0.2,0.0,0.1590909090909091,0.0,0.13333333333333333,0.1452513966480447
120,121,0.4714285714285714,0.08341046441988348,0.26,0.144,0.1625,0.027522935779816515,0.0,0.0,0.23333333333333334,0.33519553072625696
121,122,0.8142857142857143,0.09115144397171945,0.32999999999999996,0.076,0.3375,0.06422018348623854,0.0,0.0,0.15,0.01675977653631285
122,123,0.5285714285714286,0.12517014210268415,0.38,0.062,0.46875,0.05504587155963303,0.07954545454545454,0.0,0.18333333333333332,0.2122905027932961
123,124,0.8,0.18113814372049247,0.32,0.216,0.46875,0.027522935779816515,0.10227272727272728,0.0,0.16666666666666666,0.027932960893854747
124,125,0.9857142857142858,0.002426712504569531,0.13,0.004,0.0125,0.0,0.0,0.0,0.0,0.0111731843575419
125,126,0.3,0.027419129027992747,0.08499999999999999,0.072,0.49375,0.06422018348623854,0.022727272727272728,0.0,0.0,0.3016759776536313
126,127,0.2857142857142857,0.07995317689334132,0.22000000000000003,0.092,0.4625,0.24770642201834864,0.03409090909090909,0.0,0.08333333333333333,0.22346368715083798
127,128,0.4,0.06459566458477549,0.175,0.1,0.475,0.03669724770642202,0.0,0.0,0.45,0.1564245810055866
128,129,0.6,0.00245004627865193,0.06999999999999999,0.016,0.0125,0.0,0.0,0.0,0.0,0.0
129,130,0.8142857142857143,0.05601078020362607,0.16999999999999998,0.14,0.2125,0.0,0.07954545454545454,0.0,0.11666666666666667,0.01675977653631285
130,131,0.42857142857142855,0.05228126531278924,0.11499999999999999,0.12,0.5125,0.01834862385321101,0.0,0.0,0.15,0.10614525139664804
131,132,0.5428571428571428,0.09394566341808679,0.16999999999999998,0.198,0.39375,0.0,0.022727272727272728,0.0,0.1,0.11731843575418995
132,133,0.44285714285714284,0.05334100755236487,0.145,0.086,0.5375,0.045871559633027525,0.0,0.0,0.31666666666666665,0.2681564245810056
133,134,0.9285714285714286,0.00945017850337173,0.135,0.012,0.05625,0.0,0.0,0.0,0.11666666666666667,0.00558659217877095
134,135,0.6285714285714286,0.04106160894150222,0.08499999999999999,0.128,0.63125,0.07339449541284404,0.056818181818181816,0.0,0.016666666666666666,0.1564245810055866
135,136,0.5428571428571428,0.038236277796358374,0.10500000000000001,0.168,0.16875,0.01834862385321101,0.36363636363636365,0.0,0.21666666666666667,0.2737430167597765
136,137,0.6571428571428571,0.17040655212376232,0.24500000000000002,0.218,0.625,0.045871559633027525,0.0,0.0,0.03333333333333333,0.00558659217877095
137,138,0.8142857142857143,0.1436077125901267,0.31,0.178,0.36875,0.05504587155963303,0.125,0.0,0.36666666666666664,0.0223463687150838
138,139,0.5,0.4869175306644681,0.85,0.23,0.74375,0.21100917431192662,0.056818181818181816,0.16666666666666666,0.15,0.6871508379888268
139,140,0.38571428571428573,0.04729172662150285,0.11499999999999999,0.098,0.60625,0.0,0.056818181818181816,0.0,0.1,0.15083798882681565
140,141,0.4857142857142857,0.09486734749434156,0.185,0.096,0.8625,0.01834862385321101,0.0,0.0,0.36666666666666664,0.027932960893854747
142,143,0.7142857142857143,0.003328951769088972,0.05500000000000001,0.016,0.06875,0.0,0.0,0.0,0.0,0.0
143,144,0.7,0.7071358570106324,0.55,0.752,0.74375,0.44036697247706424,0.09090909090909091,0.25,0.4666666666666667,0.0782122905027933
144,145,0.42857142857142855,0.03507844037054033,0.12,0.128,0.175,0.0,0.0,0.0,0.06666666666666667,0.1787709497206704
145,146,0.6714285714285714,0.04410083301573474,0.135,0.096,0.33125,0.0,0.18181818181818182,0.0,0.03333333333333333,0.0111731843575419
146,147,0.7,0.6710404529863342,0.58,0.578,0.75625,0.27522935779816515,0.09090909090909091,0.0,0.21666666666666667,0.027932960893854747
147,148,1.0,0.007583476576779783,0.125,0.024,0.00625,0.0,0.0,0.0,0.08333333333333333,0.0111731843575419
148,149,0.7,0.03348396580824304,0.1,0.11,0.2875,0.0,0.0,0.25,0.0,0.01675977653631285
149,150,0.7714285714285715,0.05041261890502376,0.185,0.086,0.30625,0.0,0.4318181818181818,0.0,0.0,0.01675977653631285
150,151,0.7,0.02398906423788005,0.075,0.084,0.34375,0.06422018348623854,0.0,0.0,0.0,0.027932960893854747
151,152,0.6,0.04403277617466107,0.075,0.16,0.78125,0.0,0.0,0.0,0.03333333333333333,0.2737430167597765
152,153,0.6714285714285714,0.059800574010842426,0.16999999999999998,0.172,0.13125,0.0,0.06818181818181818,0.0,0.03333333333333333,0.0223463687150838
153,154,0.5142857142857142,0.004410083301573474,0.09,0.022,0.01875,0.0,0.0,0.0,0.0,0.0
154,155,0.6714285714285714,0.06228562095061795,0.16,0.096,0.46875,0.0,0.0,0.08333333333333333,0.21666666666666667,0.0111731843575419
155,156,0.6571428571428571,0.05008983503021724,0.16,0.12,0.175,0.05504587155963303,0.3181818181818182,0.0,0.4,0.01675977653631285
156,157,0.45714285714285713,0.20172047694234224,0.4,0.24,0.55,0.5412844036697247,0.06818181818181818,0.0,0.03333333333333333,0.5698324022346368
157,158,0.4714285714285714,0.1427657522419868,0.33999999999999997,0.076,0.71875,0.027522935779816515,0.0,0.0,0.08333333333333333,0.17318435754189945
158,159,0.2857142857142857,0.069884653376786,0.26,0.052,0.4125,0.30275229357798167,0.022727272727272728,0.0,0.21666666666666667,0.25139664804469275
159,160,0.2714285714285714,0.044413894484673595,0.13,0.12,0.38125,0.08256880733944955,0.0,0.0,0.0,0.24581005586592178
160,161,0.37142857142857144,0.04154384027253848,0.195,0.12,0.0125,0.0,0.056818181818181816,0.16666666666666666,0.15,0.13966480446927373
161,162,0.38571428571428573,0.13362474624520684,0.465,0.116,0.19375,0.07339449541284404,0.4772727272727273,0.0,0.2833333333333333,0.19553072625698323
162,163,0.4,0.27594326781728096,0.47000000000000003,0.23,0.85625,0.44954128440366975,0.03409090909090909,0.0,0.16666666666666666,0.547486033519553
163,164,0.6142857142857143,0.03449120705613328,0.13999999999999999,0.072,0.2375,0.027522935779816515,0.18181818181818182,0.0,0.4,0.21787709497206703
164,165,0.2857142857142857,0.03200616011635775,0.16999999999999998,0.014,0.4,0.09174311926605505,0.0,0.08333333333333333,0.08333333333333333,0.3687150837988827
165,166,0.6428571428571429,0.026569390755158705,0.195,0.058,0.0875,0.0,0.011363636363636364,0.0,0.1,0.0
166,167,0.6,0.0038228499871664243,0.06,0.02,0.0625,0.0,0.0,0.0,0.0,0.0
167,168,0.2714285714285714,0.02630883027790525,0.18,0.014,0.3,0.07339449541284404,0.0,0.08333333333333333,0.06666666666666667,0.4134078212290503
168,169,0.7571428571428571,0.10441669453756348,0.3,0.112,0.3625,0.06422018348623854,0.022727272727272728,0.0,0.2,0.01675977653631285
169,170,0.6285714285714286,0.03848517138657063,0.13,0.064,0.44375,0.06422018348623854,0.0,0.0,0.23333333333333334,0.1564245810055866
170,171,0.37142857142857144,0.08402880943306706,0.16,0.112,0.81875,0.03669724770642202,0.03409090909090909,0.16666666666666666,0.38333333333333336,0.2569832402234637
171,172,0.7,0.06985937512153007,0.2,0.11,0.4,0.0,0.07954545454545454,0.0,0.25,0.01675977653631285
172,173,0.7142857142857143,0.165187564653999,0.37,0.07,0.71875,0.0,0.20454545454545456,0.0,0.16666666666666666,0.0223463687150838
173,174,0.7285714285714285,0.07748951924647465,0.16999999999999998,0.122,0.6125,0.0,0.22727272727272727,0.08333333333333333,0.16666666666666666,0.0111731843575419
174,175,0.4857142857142857,0.031605596994609894,0.135,0.102,0.0875,0.0,0.45454545454545453,0.0,0.38333333333333336,0.08379888268156424
175,176,0.7714285714285715,0.08464909892742417,0.255,0.11,0.34375,0.03669724770642202,0.0,0.0,0.4666666666666667,0.027932960893854747
176,177,0.7142857142857143,0.14551524862136284,0.32999999999999996,0.088,0.7125,0.03669724770642202,0.022727272727272728,0.0,0.2,0.0111731843575419
177,178,0.6571428571428571,0.057712201230467684,0.1,0.096,0.9,0.01834862385321101,0.0,0.0,0.5,0.0223463687150838
178,179,0.35714285714285715,0.07295498914979505,0.19,0.112,0.475,0.0,0.48863636363636365,0.08333333333333333,0.31666666666666665,0.12290502793296089
179,180,0.42857142857142855,0.09138672619371699,0.16999999999999998,0.172,0.6,0.0,0.0,0.0,0.48333333333333334,0.19553072625698323
180,181,0.9857142857142858,0.007093467321049396,0.08,0.022,0.05,0.0,0.0,0.0,0.16666666666666666,0.00558659217877095
181,182,0.5142857142857142,0.20454386360631258,0.38,0.228,0.80625,0.1926605504587156,0.07954545454545454,0.0,0.15,0.3854748603351955
182,183,0.5142857142857142,0.1349411599996889,0.31,0.182,0.59375,0.3486238532110092,0.3068181818181818,0.0,0.0,0.5251396648044693
184,185,0.7285714285714285,0.017476996787717098,0.06,0.096,0.25,0.0,0.0,0.0,0.0,0.01675977653631285
185,186,0.5857142857142857,0.06335703007723478,0.15,0.138,0.44375,0.045871559633027525,0.011363636363636364,0.0,0.26666666666666666,0.1005586592178771
186,187,0.9142857142857143,0.005320100490787048,0.06,0.014,0.075,0.0,0.0,0.0,0.18333333333333332,0.00558659217877095
187,188,0.4714285714285714,0.12036532912288342,0.37,0.096,0.3125,0.045871559633027525,0.11363636363636363,0.08333333333333333,0.13333333333333333,0.09497206703910614
188,189,0.5,0.07149468378847156,0.195,0.138,0.31875,0.0,0.0,0.0,0.18333333333333332,0.20670391061452514
189,190,0.2857142857142857,0.007777924694133111,0.02,0.096,0.66875,0.03669724770642202,0.0,0.0,0.016666666666666666,0.33519553072625696
190,191,0.5285714285714286,0.08818999914442828,0.2,0.112,0.61875,0.0,0.0,0.0,0.3333333333333333,0.1787709497206704
191,192,0.3,0.11630719691371948,0.3,0.098,0.64375,0.08256880733944955,0.0,0.0,0.06666666666666667,0.5027932960893855
192,193,0.5428571428571428,0.0731047142001571,0.13,0.222,0.4375,0.0,0.13636363636363635,0.0,0.2,0.01675977653631285
193,195,0.7285714285714285,0.08954919148472804,0.255,0.116,0.2875,0.01834862385321101,0.07954545454545454,0.0,0.35,0.01675977653631285
194,196,0.6857142857142857,0.058120542276909666,0.175,0.104,0.30625,0.0,0.1590909090909091,0.0,0.4666666666666667,0.00558659217877095
195,197,0.7428571428571429,0.0018900357006743462,0.09,0.006,0.01875,0.0,0.0,0.0,0.0,0.0
196,198,0.7857142857142857,0.1750966407143246,0.48,0.082,0.475,0.0,0.42045454545454547,0.16666666666666666,0.016666666666666666,0.027932960893854747
197,199,0.7,0.07004410083301574,0.195,0.104,0.45,0.0,0.06818181818181818,0.0,0.06666666666666667,0.0223463687150838
198,200,0.8428571428571429,0.17640333206293896,0.40499999999999997,0.166,0.26875,0.0,0.06818181818181818,0.0,0.016666666666666666,0.027932960893854747
199,201,0.8428571428571429,0.0759028226088715,0.16,0.134,0.59375,0.045871559633027525,0.045454545454545456,0.0,0.13333333333333333,0.0223463687150838
200,202,0.44285714285714284,0.24104566419587928,0.48,0.17,0.83125,0.3394495412844037,0.2159090909090909,0.0,0.23333333333333334,0.5251396648044693
201,203,0.5571428571428572,0.07478863489643693,0.185,0.116,0.4,0.045871559633027525,0.07954545454545454,0.0,0.016666666666666666,0.3016759776536313
202,205,0.6,0.05250488064774556,0.135,0.096,0.55625,0.0,0.38636363636363635,0.0,0.13333333333333333,0.20670391061452514
203,206,0.7142857142857143,0.02660633589745584,0.06,0.142,0.4875,0.01834862385321101,0.045454545454545456,0.0,0.21666666666666667,0.0111731843575419
204,207,0.7285714285714285,0.1552784885936734,0.31,0.132,0.5625,0.01834862385321101,0.0,0.0,0.43333333333333335,0.0223463687150838
205,208,0.6428571428571429,0.07647255559271675,0.21000000000000002,0.072,0.59375,0.03669724770642202,0.0,0.0,0.25,0.00558659217877095
206,209,0.44285714285714284,0.059481679098382964,0.11499999999999999,0.116,0.68125,0.0,0.07954545454545454,0.0,0.05,0.29608938547486036
